id,name,ra_deg,dec_deg,mag
48926,Eta Ant,149.717865,-35.890973,5.23
48943,HIP 48943,149.776275,-23.950770,6.11
48982,HIP 48982,149.900925,29.645233,5.75
49005,HIP 49005,149.965425,56.811807,5.50
49029,29Pi  Leo,150.053355,8.044223,4.68
49052,HIP 49052,150.143955,-56.946108,6.50
49065,Mu 1Cha,150.182865,-82.214670,5.53
49081,20    LMi,150.252960,31.923672,5.37
49092,HIP 49092,150.300000,-56.096559,6.42
49137,HIP 49137,150.419655,-53.364115,6.20
49160,HIP 49160,150.491955,-57.349789,6.20
49164,HIP 49164,150.500415,-60.420890,5.93
49220,HIP 49220,150.703965,21.949258,5.68
49223,HIP 49223,150.705900,-62.156667,6.41
49233,HIP 49233,150.749775,-60.178675,6.18
49259,HIP 49259,150.835785,-46.636191,6.11
49281,HIP 49281,150.892200,-61.884040,6.14
49293,HIP 49293,150.920775,-9.573792,6.09
49321,HIP 49321,151.011720,-18.101406,6.30
49329,13    Sex,151.035135,3.201055,6.43
49339,HIP 49339,151.087290,-24.285534,5.70
49343,HIP 49343,151.097370,-39.975858,6.42
49363,HIP 49363,151.151385,53.891716,5.71
49394,HIP 49394,151.257690,-51.313620,6.23
49402,40Ups2Hya,151.281120,-13.064626,4.60
49408,HIP 49408,151.293285,52.371302,6.31
49418,HIP 49418,151.313670,-36.384381,6.27
49445,HIP 49445,151.420500,15.757506,6.36
49477,HIP 49477,151.530135,-52.187939,6.50
49485,HIP 49485,151.546725,-47.369995,5.06
49530,14    Sex,151.697610,5.611493,6.20
49569,HIP 49569,151.789575,-17.141733,5.59
49583,30Eta Leo,151.833135,16.762664,3.48
49593,21    LMi,151.857315,35.244693,4.49
49619,HIP 49619,151.898835,-48.260820,6.40
49637,Yunü,151.976130,9.997508,4.39
49641,15Alp Sex,151.984500,-0.371637,4.48
49642,HIP 49642,151.985970,-62.221416,6.45
49645,HIP 49645,152.006895,-37.333445,6.34
49658,HIP 49658,152.066235,31.604053,6.23
49669,Regulus,152.092980,11.967207,1.36
49688,HIP 49688,152.143320,83.918372,6.31
49689,HIP 49689,152.147610,-15.611939,6.25
49698,HIP 49698,152.178345,-65.815438,5.26
49712,HIP 49712,152.234355,-51.811261,4.85
49764,HIP 49764,152.375790,-68.682779,5.80
49769,HIP 49769,152.382615,-35.856771,6.14
49802,HIP 49802,152.485365,-12.095305,6.24
49809,HIP 49809,152.524530,-12.815923,5.30
49812,17    Sex,152.531415,-8.408170,5.91
49841,41Lam Hya,152.647005,-12.354083,3.61
49844,HIP 49844,152.657130,-41.715247,5.98
49865,18    Sex,152.732760,-8.418462,5.64
49870,HIP 49870,152.745705,40.661608,6.34
49893,HIP 49893,152.803260,37.401900,5.86
49900,HIP 49900,152.824020,-7.316626,6.23
49926,HIP 49926,152.897805,-58.827762,6.07
49929,34    Leo,152.909205,13.355114,6.43
49934,HIP 49934,152.943600,-58.060544,5.70
49967,HIP 49967,153.011895,-28.605956,6.28
49994,HIP 49994,153.095595,-52.163242,6.16
50013,HIP 50013,153.158205,-19.153040,6.45
50027,19    Sex,153.201525,4.614680,5.77
50044,HIP 50044,153.254820,-59.918088,6.07
50066,HIP 50066,153.331035,-27.028891,6.23
50067,HIP 50067,153.338295,-61.658829,6.42
50069,HIP 50069,153.342915,-56.586697,6.48
50070,HIP 50070,153.345240,-51.232971,5.27
50075,HIP 50075,153.353220,-33.031722,6.38
50078,HIP 50078,153.366720,-51.755788,5.78
50083,HIP 50083,153.377760,-66.372811,5.15
50099,Ome Car,153.434415,-70.037903,3.29
50103,HIP 50103,153.441405,-40.346056,5.91
50109,HIP 50109,153.457110,27.135819,6.05
50122,HIP 50122,153.485685,-40.310774,6.33
50142,HIP 50142,153.537345,-23.813946,6.36
50174,HIP 50174,153.623970,21.168058,6.02
50191,HIP 50191,153.684105,-42.121942,3.85
50218,22    LMi,153.776430,31.468066,6.47
50222,HIP 50222,153.781905,59.985539,6.18
50232,HIP 50232,153.819360,-54.974207,6.16
50234,HIP 50234,153.836985,-36.517717,6.17
50241,HIP 50241,153.881505,-43.112369,5.59
50287,HIP 50287,154.013475,-59.903411,6.22
50292,HIP 50292,154.037490,-11.203419,6.08
50303,23    LMi,154.060155,29.310501,5.49
50316,24    LMi,154.117035,28.682479,6.46
50319,35    Leo,154.134585,23.503095,5.95
50332,HIP 50332,154.167285,-51.204636,6.20
50333,37    Leo,154.169745,13.728334,5.42
50335,Adhafera,154.172565,23.417311,3.43
50336,HIP 50336,154.174020,25.370705,5.84
50371,HIP 50371,154.270800,-61.332304,3.39
50372,Tania Borealis,154.274280,42.914365,3.45
50384,39    Leo,154.310670,23.106220,5.81
50391,HIP 50391,154.334115,-46.834942,6.48
50414,22Eps Sex,154.407510,-8.068914,5.25
50448,32    UMa,154.508745,65.108351,5.74
50456,HIP 50456,154.531635,-28.992000,5.52
50480,HIP 50480,154.617705,-41.668490,5.97
50485,HIP 50485,154.636845,43.048445,6.48
50492,HIP 50492,154.657740,-36.804572,6.31
50493,HIP 50493,154.658415,-56.110393,5.80
50509,HIP 50509,154.744755,46.760778,6.42
50516,HIP 50516,154.752960,24.712138,6.42
50520,HIP 50520,154.771245,-64.676258,5.66
50536,HIP 50536,154.820295,-12.528132,6.01
50546,HIP 50546,154.861755,48.396762,6.00
50552,HIP 50552,154.884765,-5.106148,6.38
50555,HIP 50555,154.903155,-55.029305,4.59
50562,HIP 50562,154.925160,-65.137238,6.35
50564,40    Leo,154.934070,19.470914,4.78
50583,Algieba,154.993095,19.841489,2.01
50584,HIP 50584,154.997835,-9.059004,6.31
50606,HIP 50606,155.061780,53.779391,6.45
50609,HIP 50609,155.069655,-47.699090,5.66
50635,HIP 50635,155.129850,54.216839,6.01
50676,HIP 50676,155.228355,-56.043220,4.50
50685,HIP 50685,155.264145,68.747651,5.88
50693,HIP 50693,155.283165,-17.984959,6.50
50728,HIP 50728,155.369445,-23.710834,6.47
50755,42    Leo,155.459595,14.975773,6.16
50785,HIP 50785,155.543535,-58.265572,6.34
50786,HIP 50786,155.544105,41.229530,5.73
50790,HIP 50790,155.553915,-19.866571,6.12
50799,HIP 50799,155.581620,-41.649960,4.82
50801,Tania Australis,155.582325,41.499516,3.06
50847,HIP 50847,155.742360,-66.901498,4.97
50851,43    Leo,155.751870,6.542643,6.06
50860,27    LMi,155.776365,33.908145,5.89
50868,HIP 50868,155.804745,-30.162263,6.25
50885,25    Sex,155.860320,-4.074035,5.93
50887,HIP 50887,155.868210,-0.902244,6.45
50888,HIP 50888,155.872170,-38.009839,5.34
50893,HIP 50893,155.886075,-3.642854,6.39
50903,HIP 50903,155.919360,-41.953189,6.24
50904,HIP 50904,155.923995,29.615856,6.36
50916,HIP 50916,155.961015,-57.953933,6.34
50933,HIP 50933,156.032730,65.566423,4.94
50935,28    LMi,156.035850,33.718531,5.52
50939,HIP 50939,156.054900,2.368018,6.33
50954,HIP 50954,156.098880,-74.031612,3.99
50976,HIP 50976,156.185625,-73.971732,6.18
50993,HIP 50993,156.247740,-58.576303,5.93
51008,44    Leo,156.313305,8.784845,5.61
51014,HIP 51014,156.321735,-42.467404,6.18
51046,HIP 51046,156.434460,-7.059829,5.60
51047,HIP 51047,156.437235,35.425430,6.49
51056,30    LMi,156.478425,33.796120,4.72
51069,42Mu  Hya,156.522630,-16.836290,3.83
51077,HIP 51077,156.541050,-42.738494,6.13
51117,HIP 51117,156.653805,-0.988055,6.33
51140,HIP 51140,156.703860,-54.877302,5.58
51161,HIP 51161,156.752025,19.364538,6.15
51172,Alp Ant,156.787950,-31.067779,4.28
51192,HIP 51192,156.851970,-57.638805,4.65
51194,HIP 51194,156.855630,-65.704664,6.00
51200,HIP 51200,156.866880,41.601035,6.00
51213,45    Leo,156.912465,9.762396,6.01
51232,HIP 51232,156.969735,-58.739403,3.81
51233,31Bet LMi,156.970905,36.707212,4.20
51245,HIP 51245,157.008705,-49.405801,6.10
51248,HIP 51248,157.016070,48.784901,6.42
51265,HIP 51265,157.076130,-63.164565,6.42
51290,HIP 51290,157.152180,45.212211,6.37
51302,HIP 51302,157.183170,-3.742385,6.05
51313,HIP 51313,157.219110,-64.172278,5.27
51327,HIP 51327,157.265430,-65.176244,6.42
51362,29Del Sex,157.369590,-2.739078,5.19
51364,HIP 51364,157.370745,-29.663832,5.58
51376,Del Ant,157.397415,-30.607065,5.57
51384,HIP 51384,157.425555,84.252009,5.52
51401,35    UMa,157.476795,65.626233,6.32
51420,32    LMi,157.526880,38.925132,5.79
51425,HIP 51425,157.536675,-66.984654,6.19
51437,30Bet Sex,157.572825,-0.637026,5.08
51438,HIP 51438,157.583715,-71.992793,4.72
51448,HIP 51448,157.610940,64.257689,6.07
51459,36    UMa,157.656915,55.980536,4.82
51461,HIP 51461,157.663515,-61.356474,6.41
51490,HIP 51490,157.744845,-7.637550,6.20
51491,HIP 51491,157.749330,-13.588470,5.59
51495,HIP 51495,157.758630,-73.221490,4.94
51502,HIP 51502,157.770720,82.558587,5.25
51523,HIP 51523,157.841625,-53.715484,4.89
51551,HIP 51551,157.952850,-28.237103,6.04
51556,33    LMi,157.964055,32.379554,5.90
51560,HIP 51560,157.986015,-45.069660,6.04
51561,HIP 51561,157.989330,-45.066710,5.76
51576,HIP 51576,158.006145,-61.685332,3.30
51585,46    Leo,158.049060,14.137270,5.43
51610,HIP 51610,158.140050,-44.618508,5.91
51623,HIP 51623,158.199225,-58.666745,5.98
51624,Shaomin,158.202795,9.306586,3.84
51635,HIP 51635,158.236950,-47.003353,5.02
51658,HIP 51658,158.307975,40.425560,4.72
51676,HIP 51676,158.355810,-58.190149,6.09
51685,34    LMi,158.378805,34.988695,5.57
51718,44    Hya,158.503680,-23.745165,5.08
51732,HIP 51732,158.552985,-60.987629,6.25
51775,48    Leo,158.700060,6.953749,5.07
51795,HIP 51795,158.740440,-23.176248,6.10
51802,49    Leo,158.758995,8.650425,5.67
51808,HIP 51808,158.773170,75.712948,4.86
51814,37    UMa,158.790255,57.082637,5.16
51816,HIP 51816,158.793435,-43.664587,6.09
51821,HIP 51821,158.803575,-39.562589,5.50
51835,HIP 51835,158.853300,-76.308986,6.29
51839,Gam Cha,158.867490,-78.607786,4.11
51849,HIP 51849,158.897100,-57.557636,4.45
51852,HIP 51852,158.911935,-18.568978,6.49
51883,HIP 51883,159.008370,80.494629,6.48
51885,HIP 51885,159.018780,-26.675479,6.29
51905,Phi2Hya,159.069420,-16.344326,6.01
51912,HIP 51912,159.085590,-59.564392,5.08
51914,35    LMi,159.089235,36.326927,6.29
51933,HIP 51933,159.134910,-12.230121,5.71
51979,HIP 51979,159.307215,-27.412634,4.87
51984,HIP 51984,159.317160,-53.855260,6.43
51986,HIP 51986,159.325755,-48.225620,3.84
52004,HIP 52004,159.362805,-58.733339,5.47
52009,HIP 52009,159.388635,-13.384543,4.89
52032,HIP 52032,159.467775,34.078623,6.42
52043,HIP 52043,159.511050,-57.256309,5.89
52085,Phi3Hya,159.645645,-16.876572,4.91
52098,37    LMi,159.680055,31.976237,4.68
52102,HIP 52102,159.687510,-59.182997,4.69
52103,HIP 52103,159.689115,-59.262420,6.50
52112,HIP 52112,159.709650,-42.753443,6.10
52113,HIP 52113,159.710055,-12.443618,6.04
52127,HIP 52127,159.748590,-58.816854,5.96
52136,HIP 52136,159.773715,53.668300,5.55
52139,38    LMi,159.781950,37.910000,5.84
52150,HIP 52150,159.816360,-74.493384,6.08
52154,HIP 52154,159.826680,-55.603268,4.29
52160,HIP 52160,159.845190,-64.111788,6.33
52221,HIP 52221,160.047720,-65.100209,5.51
52273,HIP 52273,160.214760,-35.741718,6.36
52308,HIP 52308,160.323000,-59.676916,6.35
52316,33    Sex,160.350780,-1.741491,6.25
52338,HIP 52338,160.451205,68.443499,5.74
52340,HIP 52340,160.464855,-79.783288,5.97
52353,38    UMa,160.486200,65.716280,5.12
52366,HIP 52366,160.546950,31.696998,6.02
52370,HIP 52370,160.558890,-64.466426,4.76
52391,HIP 52391,160.630725,-13.974514,6.24
52405,HIP 52405,160.669035,-59.215759,5.36
52407,HIP 52407,160.679955,-32.715673,5.63
52419,The Car,160.739235,-64.394450,2.74
52422,40    LMi,160.757865,26.325577,5.51
52425,HIP 52425,160.766835,69.076214,5.01
52452,35    Sex,160.837170,4.747669,5.77
52457,41    LMi,160.854000,23.188404,5.08
52468,HIP 52468,160.884585,-60.566619,4.58
52469,HIP 52469,160.887330,46.203877,5.18
52478,39    UMa,160.930530,57.199203,5.79
52487,HIP 52487,160.963350,-64.249042,5.74
52488,HIP 52488,160.967760,-60.117783,6.45
52502,HIP 52502,161.028870,-63.961072,4.80
52513,HIP 52513,161.060625,19.758834,6.27
52520,HIP 52520,161.083650,-70.859721,6.25
52526,HIP 52526,161.095485,-59.993320,6.32
52535,HIP 52535,161.113200,-72.443498,6.26
52537,HIP 52537,161.134965,-70.855255,6.43
52577,HIP 52577,161.266770,67.411384,5.95
52584,36    Sex,161.289405,2.487970,6.27
52595,Del1Cha,161.318190,-80.469597,5.46
52633,Del2Cha,161.446305,-80.540188,4.45
52638,42    LMi,161.466240,30.682313,5.36
52660,HIP 52660,161.523675,6.373183,6.38
52678,HIP 52678,161.569035,-64.514559,5.33
52679,HIP 52679,161.571210,-60.602872,6.26
52685,41    UMa,161.593785,57.365914,6.34
52686,51    Leo,161.602260,18.891523,5.50
52689,52    Leo,161.605335,14.194645,5.49
52701,HIP 52701,161.623335,-64.263242,5.23
52709,HIP 52709,161.654760,-43.192673,6.29
52727,Mu  Vel,161.692320,-49.420255,2.69
52730,HIP 52730,161.700360,-69.209786,6.34
52736,HIP 52736,161.713470,-64.383474,4.87
52737,HIP 52737,161.716905,-17.296874,5.44
52742,HIP 52742,161.739510,-56.757192,5.14
52785,HIP 52785,161.877540,-69.437733,6.35
52797,HIP 52797,161.910015,-57.467411,6.29
52806,HIP 52806,161.934690,-59.875257,6.47
52815,HIP 52815,161.973090,-64.262842,6.46
52827,HIP 52827,162.022545,-59.919163,5.98
52841,HIP 52841,162.058815,-31.687850,5.87
52863,HIP 52863,162.168990,-1.958896,5.92
52877,HIP 52877,162.207780,65.132491,6.40
52882,43    LMi,162.238485,29.416057,6.15
52911,53    Leo,162.314295,10.545202,5.32
52922,HIP 52922,162.351855,-59.323793,5.85
52929,HIP 52929,162.370035,63.810029,6.42
52943,Nu  Hya,162.406185,-16.193648,3.11
52948,HIP 52948,162.431205,-9.852695,5.85
52959,44    LMi,162.473865,27.973948,6.05
52965,HIP 52965,162.487590,-34.058183,5.61
52980,41    Sex,162.575235,-8.897763,5.80
53035,HIP 53035,162.772530,-3.092667,5.95
53043,43    UMa,162.796005,56.582250,5.66
53064,42    UMa,162.848910,59.320119,5.57
53100,HIP 53100,162.945420,-57.272315,6.29
53141,HIP 53141,163.057050,1.024973,6.37
53151,HIP 53151,163.119420,-79.559437,6.36
53154,HIP 53154,163.128540,-57.240405,5.26
53157,HIP 53157,163.133670,52.503605,6.44
53167,HIP 53167,163.150380,-0.201657,6.31
53229,Praecipua,163.327890,34.214871,3.79
53231,HIP 53231,163.338225,-58.893453,6.26
53240,HIP 53240,163.354005,-2.255209,6.12
53252,HIP 53252,163.373040,-20.138731,5.23
53253,HIP 53253,163.373385,-58.853171,3.78
53257,HIP 53257,163.379790,69.853881,5.91
53259,HIP 53259,163.387095,-15.445825,6.34
53260,HIP 53260,163.389225,-56.420501,6.45
53261,44    UMa,163.393665,54.585128,5.12
53272,HIP 53272,163.425465,-70.720337,5.99
53273,HIP 53273,163.432140,-2.129205,5.45
53295,45Ome UMa,163.494720,43.189956,4.66
53316,HIP 53316,163.574070,-13.758036,5.65
53334,HIP 53334,163.623330,-61.826622,5.95
53355,48    LMi,163.675710,25.490722,6.19
53377,HIP 53377,163.742445,34.034798,5.73
53379,HIP 53379,163.754220,-42.251098,6.08
53387,HIP 53387,163.798215,-20.664963,6.45
53394,HIP 53394,163.821840,-60.517003,5.93
53411,HIP 53411,163.863420,-43.020528,6.40
53417,54    Leo,163.903350,24.749718,4.30
53423,55    Leo,163.926660,0.736922,5.91
53426,46    UMa,163.934985,33.506929,5.02
53449,56    Leo,164.006130,6.185371,5.91
53465,HIP 53465,164.060475,42.008155,6.03
53472,HIP 53472,164.070225,22.351682,6.17
53492,50    LMi,164.143455,25.500244,6.36
53502,Iot Ant,164.179335,-37.137765,4.60
53530,HIP 53530,164.282745,-50.765018,5.90
53546,HIP 53546,164.315835,-75.099761,6.16
53556,HIP 53556,164.334195,-69.038055,6.48
53589,HIP 53589,164.450790,-59.732190,6.36
53699,HIP 53699,164.807250,-33.737595,5.70
53701,HIP 53701,164.808450,-61.320739,6.16
53702,Eta Oct,164.808870,-84.593893,6.19
53706,HIP 53706,164.824500,51.882359,6.22
53721,Chalawan,164.866800,40.430257,5.03
53723,HIP 53723,164.878875,-16.353701,5.88
53726,HIP 53726,164.886570,36.093100,5.99
53740,Alkes,164.943660,-18.298783,4.08
53761,HIP 53761,164.987400,77.770174,6.18
53762,HIP 53762,164.997465,-43.807110,5.81
53771,HIP 53771,165.034590,-51.817800,6.15
53773,HIP 53773,165.038580,-42.225859,4.37
53778,HIP 53778,165.048720,-14.083368,5.86
53781,HIP 53781,165.061260,45.526276,5.47
53791,HIP 53791,165.086250,42.911724,6.03
53798,HIP 53798,165.106515,51.502101,6.41
53807,58    Leo,165.140205,3.617494,4.84
53811,HIP 53811,165.151170,-53.111831,6.44
53818,HIP 53818,165.169965,-31.839368,6.06
53824,59    Leo,165.186675,6.101449,4.98
53838,49    UMa,165.210135,39.212092,5.06
53849,HIP 53849,165.239115,-15.792682,6.35
53860,HIP 53860,165.273735,63.421110,6.38
53907,61    Leo,165.456975,-2.484585,4.73
53910,Merak,165.460155,56.382427,2.34
53940,HIP 53940,165.557700,-41.114145,6.48
53954,60    Leo,165.582405,20.179842,4.42
53963,HIP 53963,165.601875,-26.831505,6.21
54027,HIP 54027,165.810585,-0.752344,6.12
54029,HIP 54029,165.811995,-11.303470,5.51
54030,HIP 54030,165.816915,-31.960849,6.44
54038,HIP 54038,165.864060,70.030740,6.44
54048,HIP 54048,165.902235,-13.434920,6.34
54049,62    Leo,165.902460,-0.000833,5.95
54061,Dubhe,165.932325,61.751033,1.81
54082,HIP 54082,166.000995,-57.955331,6.16
54136,51    UMa,166.130160,38.241365,6.01
54137,HIP 54137,166.130145,-47.679103,5.67
54173,HIP 54173,166.225815,-35.804678,5.43
54182,63Chi Leo,166.254285,7.336007,4.62
54185,HIP 54185,166.267170,-49.392299,6.11
54204,Chi1Hya,166.333005,-27.293612,4.92
54214,HIP 54214,166.391640,-11.088901,6.09
54255,Chi2Hya,166.489860,-27.287853,5.69
54264,HIP 54264,166.523925,-51.212920,6.28
54289,HIP 54289,166.601205,-64.839972,6.39
54291,HIP 54291,166.614720,-50.956725,6.31
54294,HIP 54294,166.622055,-58.675021,6.07
54301,HIP 54301,166.635225,-62.424113,4.62
54319,HIP 54319,166.683450,17.737364,6.40
54327,HIP 54327,166.707990,-70.877930,5.58
54336,65    Leo,166.725870,1.955525,5.52
54360,HIP 54360,166.819620,-42.638681,5.15
54380,HIP 54380,166.892235,-48.639982,6.44
54388,64    Leo,166.915440,23.323762,6.48
54430,HIP 54430,167.065725,-29.972486,6.47
54461,HIP 54461,167.141670,-61.947175,5.11
54463,HIP 54463,167.147475,-58.975037,3.93
54477,HIP 54477,167.183355,-28.080670,5.43
54487,67    Leo,167.204535,24.658464,5.70
54522,HIP 54522,167.329530,36.309379,5.71
54537,HIP 54537,167.410485,43.207736,5.89
54539,52Psi UMa,167.415930,44.498487,3.00
54540,HIP 54540,167.416110,67.210208,6.07
54561,HIP 54561,167.472465,-32.367529,5.79
54673,HIP 54673,167.873175,-71.436189,6.34
54682,11Bet Crt,167.914530,-22.825847,4.46
54688,HIP 54688,167.932320,14.400153,6.30
54703,HIP 54703,167.991015,-26.806114,6.43
54708,HIP 54708,168.014865,-58.423355,6.24
54718,HIP 54718,168.042555,-46.266761,6.27
54721,HIP 54721,168.045465,68.271870,6.40
54725,HIP 54725,168.061620,-32.433793,6.35
54742,Psi Crt,168.126555,-18.499862,6.11
54745,HIP 54745,168.134940,35.814080,6.41
54746,HIP 54746,168.137865,-49.100996,5.37
54749,HIP 54749,168.145005,-21.749339,6.39
54751,HIP 54751,168.150075,-60.317625,4.59
54767,HIP 54767,168.188520,-64.169770,5.22
54783,HIP 54783,168.236355,-49.736090,6.12
54811,HIP 54811,168.311190,-44.372216,5.77
54829,HIP 54829,168.378285,-59.619318,5.74
54840,HIP 54840,168.414165,-53.231813,5.75
54842,HIP 54842,168.417060,41.088837,6.33
54849,69    Leo,168.439800,-0.069502,5.40
54863,HIP 54863,168.507645,8.060695,5.79
54872,Zosma,168.527070,20.523717,2.56
54879,Chertan,168.560025,15.429570,3.33
54929,HIP 54929,168.725520,-43.733703,6.22
54951,72    Leo,168.800955,23.095502,4.56
55003,HIP 55003,168.928155,-57.355882,6.42
55016,73    Leo,168.966255,13.307578,5.31
55068,HIP 55068,169.116075,-45.880012,6.30
55084,74Phi Leo,169.165425,-3.651601,4.45
55086,HIP 55086,169.174485,49.476250,5.88
55106,HIP 55106,169.242405,-7.134689,6.11
55130,HIP 55130,169.300080,-38.014367,6.24
55133,HIP 55133,169.309725,-41.934326,6.46
55137,75    Leo,169.322505,2.010556,5.18
55140,HIP 55140,169.329285,-67.823515,6.06
55164,HIP 55164,169.411950,-34.737348,6.44
55219,Alula Borealis,169.619745,33.094306,3.49
55225,HIP 55225,169.642665,-79.668651,6.35
55249,76    Leo,169.728990,1.650395,5.90
55266,55    UMa,169.782960,38.185557,4.76
55280,HIP 55280,169.819455,-64.582491,5.99
55282,12Del Crt,169.835205,-14.778541,3.56
55308,HIP 55308,169.902360,-75.142452,6.26
55332,HIP 55332,169.961715,-72.958291,6.46
55350,HIP 55350,170.017290,-71.994337,6.41
55412,HIP 55412,170.223885,67.100734,6.20
55425,Pi  Cen,170.251755,-54.491019,3.90
55434,77Sig Leo,170.284140,6.029322,4.05
55485,HIP 55485,170.455485,57.074857,6.43
55497,HIP 55497,170.487765,-77.608369,6.43
55528,HIP 55528,170.596335,-44.645924,6.10
55560,56    UMa,170.706630,43.482703,4.99
55564,HIP 55564,170.713530,64.330513,6.02
55581,HIP 55581,170.783940,-56.779355,5.82
55588,HIP 55588,170.802855,-36.164769,5.00
55595,HIP 55595,170.824800,0.132050,6.05
55597,HIP 55597,170.839245,-64.954714,5.09
55598,13Lam Crt,170.841225,-18.779973,5.08
55642,78Iot Leo,170.981040,10.529509,4.00
55645,HIP 55645,170.985630,-57.880437,6.50
55650,79    Leo,171.009690,1.407765,5.39
55657,HIP 55657,171.046500,-72.256608,5.55
55667,HIP 55667,171.091905,-42.669102,6.13
55687,14Eps Crt,171.152460,-10.859323,4.81
55705,15Gam Crt,171.220530,-17.684010,4.06
55716,HIP 55716,171.245535,11.430292,5.80
55756,HIP 55756,171.372780,-36.063062,5.21
55763,HIP 55763,171.387930,-37.747575,5.87
55765,81    Leo,171.401565,16.456539,5.58
55779,HIP 55779,171.430755,-63.972475,5.18
55791,80    Leo,171.458565,3.860110,6.35
55797,HIP 55797,171.488100,55.850459,5.73
55821,HIP 55821,171.606510,33.450608,6.33
55831,HIP 55831,171.647610,-61.115167,5.22
55846,83    Leo,171.688845,3.013102,6.49
55849,HIP 55849,171.697005,-53.159915,5.80
55874,16Kap Crt,171.789660,-12.356749,5.93
55941,HIP 55941,171.973785,-1.699946,6.23
55945,84Tau Leo,171.984330,2.856265,4.95
55953,HIP 55953,171.994455,-35.328849,6.44
55979,HIP 55979,172.076865,-72.473977,6.09
56000,HIP 56000,172.146195,-42.674203,5.14
56034,57    UMa,172.267215,39.336974,5.30
56035,HIP 56035,172.269315,61.778368,5.83
56050,HIP 56050,172.313085,-63.553937,6.45
56078,HIP 56078,172.410915,-24.464011,5.77
56080,85    Leo,172.424355,15.413269,5.74
56083,HIP 56083,172.431690,56.737573,6.29
56127,87    Leo,172.578720,-3.003501,4.77
56135,HIP 56135,172.603440,46.657533,6.30
56146,86    Leo,172.620975,18.409801,5.54
56148,58    UMa,172.629765,43.173242,5.94
56170,HIP 56170,172.720890,47.928918,6.40
56201,HIP 56201,172.812705,-61.278463,6.28
56211,Giausar,172.851105,69.331076,3.82
56242,88    Leo,172.937295,14.364505,6.27
56243,Omi1Cen,172.941960,-59.442061,5.07
56245,HIP 56245,172.948155,-20.776472,6.24
56250,Omi2Cen,172.953345,-59.515648,5.12
56253,HIP 56253,172.962480,81.127257,6.12
56280,HIP 56280,173.068350,-29.261022,4.93
56287,HIP 56287,173.083320,-66.961823,5.89
56290,HIP 56290,173.086455,61.082520,5.46
56293,HIP 56293,173.097030,-26.746805,6.15
56318,HIP 56318,173.198070,-7.827523,5.94
56319,HIP 56319,173.200395,-40.436194,5.64
56332,HIP 56332,173.225550,-31.087226,5.13
56343,Xi  Hya,173.250570,-31.857625,3.54
56364,HIP 56364,173.311755,-16.280381,6.05
56388,HIP 56388,173.401440,2.499034,6.49
56391,HIP 56391,173.405055,-40.586637,5.39
56410,HIP 56410,173.484585,36.815614,6.38
56445,89    Leo,173.591460,3.060165,5.76
56452,HIP 56452,173.623170,-32.831340,5.96
56473,90    Leo,173.677050,16.796915,5.95
56480,HIP 56480,173.690325,-54.264091,4.62
56497,HIP 56497,173.737095,-49.136490,5.50
56500,HIP 56500,173.745435,-4.361291,6.43
56508,Formosa,173.765655,20.441545,6.45
56510,HIP 56510,173.770425,54.785419,5.63
56518,HIP 56518,173.805450,-47.372580,5.64
56550,HIP 56550,173.926410,-61.287870,6.23
56561,Lam Cen,173.945445,-63.019841,3.11
56573,HIP 56573,173.981565,-47.641643,5.26
56583,2    Dra,174.011160,69.322952,5.19
56601,HIP 56601,174.074805,27.781351,5.80
56606,HIP 56606,174.093225,-61.052433,5.84
56620,HIP 56620,174.145590,-33.570057,5.71
56632,HIP 56632,174.169695,-37.237187,6.30
56633,21The Crt,174.170475,-9.802247,4.70
56647,91Ups Leo,174.237210,-0.823749,4.30
56656,HIP 56656,174.252780,-61.283442,5.14
56657,HIP 56657,174.255075,-32.988184,6.32
56675,Pi  Cha,174.316110,-75.896544,5.64
56700,HIP 56700,174.391710,-47.747309,5.46
56716,HIP 56716,174.426300,77.595699,6.49
56727,HIP 56727,174.451905,-67.620379,5.94
56731,HIP 56731,174.470925,50.618211,6.14
56754,HIP 56754,174.530565,-61.826563,5.15
56756,HIP 56756,174.540960,8.883792,6.18
56769,HIP 56769,174.584865,-63.372747,6.46
56770,59    UMa,174.585840,43.625429,5.56
56775,HIP 56775,174.600285,-2.435901,6.22
56779,1Ome Vir,174.615030,8.134298,5.24
56784,HIP 56784,174.634680,33.625829,6.29
56789,60    UMa,174.639675,46.834209,6.09
56802,24Iot Crt,174.666735,-13.201943,5.48
56809,HIP 56809,174.687690,45.108416,6.29
56816,HIP 56816,174.704700,64.346965,6.49
56830,HIP 56830,174.751830,-24.721093,6.40
56862,HIP 56862,174.873405,-65.397766,5.01
56899,HIP 56899,174.959730,-16.620229,6.17
56901,HIP 56901,174.963015,-14.468529,6.21
56922,Omi Hya,175.053315,-34.744660,4.70
56944,HIP 56944,175.114305,57.970404,6.35
56961,HIP 56961,175.154190,-62.568102,6.32
56970,HIP 56970,175.177020,-53.968607,5.95
56975,92    Leo,175.196130,21.352730,5.26
56986,HIP 56986,175.223520,-62.090101,4.93
56996,HIP 56996,175.256505,-83.099937,6.32
56997,61    UMa,175.262565,34.201635,5.31
57001,HIP 57001,175.285110,-29.196274,6.44
57013,HIP 57013,175.332540,-43.095667,5.54
57029,62    UMa,175.392900,31.746058,5.73
57045,HIP 57045,175.431270,55.172011,6.28
